127.0.0.1 - - [30/Apr/2024:09:32:18 +0900] "GET / HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:57 +0900] "GET /Shop_Test/static/img/DB.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:57 +0900] "GET /Shop_Test/static/img/WEB.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:58 +0900] "GET /Shop_Test/shop/cart_pro.jsp?id=P100001 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:58 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:30:00 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:30:00 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:30:01 +0900] "GET /Shop_Test/shop/cart_pro.jsp?productId=null HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:30:01 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:30:06 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 5270
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:30:09 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:30:09 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:32:36 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:32:37 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:32:37 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:32:37 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:32:38 +0900] "GET /Shop_Test/shop/cart_pro.jsp?id=P100001 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:32:38 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:32:41 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:32:41 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:32:42 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 5270
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:33:07 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:33:07 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:33:08 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:33:08 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:33:08 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:33:08 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:33:09 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:33:11 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:33:11 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:36:06 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:36:06 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:36:06 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:36:06 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:36:07 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:36:07 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:36:08 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:36:16 +0900] "GET /Shop_Test/shop/cart_pro.jsp?id=P100001 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:36:16 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:37:13 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7161
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:37:13 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7161
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:37:13 +0900] "GET /Shop_Test/shop/cart_pro.jsp?id=P100001 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:37:13 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:37:15 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:37:15 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:37:18 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 5270
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:37:20 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:37:20 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:37:22 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:37:22 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:37:23 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7161
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:37:24 +0900] "GET /Shop_Test/shop/product.jsp?id=P100002 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:37:24 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:37:25 +0900] "GET /Shop_Test/shop/cart_pro.jsp?productId=null HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:37:25 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:39:35 +0900] "GET /Shop_Test/shop/product.jsp?id=P100002 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:39:35 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:39:36 +0900] "GET /Shop_Test/shop/product.jsp?id=P100002 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:39:36 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:39:36 +0900] "GET /Shop_Test/shop/product.jsp?id=P100002 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:39:36 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:39:36 +0900] "GET /Shop_Test/shop/cart_pro.jsp?productId=null HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:39:36 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:39:37 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:39:37 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:39:39 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:39:39 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:39:39 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7161
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:39:41 +0900] "GET /Shop_Test/shop/cart_pro.jsp?id=P100001 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:39:41 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
127.0.0.1 - - [30/Apr/2024:12:40:34 +0900] "GET / HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:40:34 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:40:36 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7161
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:40:39 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7161
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:40:40 +0900] "GET /Shop_Test/user/login.jsp HTTP/1.1" 200 4943
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:40:41 +0900] "GET /Shop_Test/user/join.jsp HTTP/1.1" 200 8145
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:40:50 +0900] "POST /Shop_Test/user/join_pro.jsp HTTP/1.1" 200 98
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:40:56 +0900] "POST /Shop_Test/user/join_pro.jsp HTTP/1.1" 200 98
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:40:59 +0900] "POST /Shop_Test/user/join_pro.jsp HTTP/1.1" 200 181
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:41:02 +0900] "POST /Shop_Test/user/join_pro.jsp HTTP/1.1" 200 181
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:41:07 +0900] "POST /Shop_Test/user/join_pro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:41:07 +0900] "GET /Shop_Test/user/complete.jsp?msg=1 HTTP/1.1" 200 3833
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:41:08 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:41:08 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:41:09 +0900] "GET /Shop_Test/user/login.jsp HTTP/1.1" 200 4943
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:41:13 +0900] "POST /Shop_Test/user/login_pro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:41:13 +0900] "GET /Shop_Test/user/complete.jsp?msg=0 HTTP/1.1" 200 4450
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:41:14 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:41:14 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4509
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:41:16 +0900] "GET /Shop_Test/user/index.jsp HTTP/1.1" 200 5347
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:41:17 +0900] "GET /Shop_Test/user/order.jsp HTTP/1.1" 200 6752
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:41:19 +0900] "GET /Shop_Test/user/update.jsp HTTP/1.1" 200 10637
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:41:21 +0900] "GET /Shop_Test/user/index.jsp HTTP/1.1" 200 5347
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:41:22 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:41:22 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4509
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:41:25 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7781
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:42:24 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7781
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:42:25 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7781
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:44:02 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4509
127.0.0.1 - - [30/Apr/2024:12:49:49 +0900] "GET / HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:49:51 +0900] "GET /testtt/ HTTP/1.1" 200 3859
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:49:51 +0900] "GET /testtt/static/js/validation.js HTTP/1.1" 200 1303
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:49:51 +0900] "GET /testtt/static/css/style.css HTTP/1.1" 200 1769
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:49:51 +0900] "GET /testtt/static/img/logo.png HTTP/1.1" 200 17374
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:49:52 +0900] "GET /testtt/user/join.jsp HTTP/1.1" 200 8115
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:49:59 +0900] "POST /testtt/user/join_pro.jsp HTTP/1.1" 200 98
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:02 +0900] "POST /testtt/user/join_pro.jsp HTTP/1.1" 200 181
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:09 +0900] "POST /testtt/user/join_pro.jsp HTTP/1.1" 200 94
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:13 +0900] "POST /testtt/user/join_pro.jsp HTTP/1.1" 200 144
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:19 +0900] "POST /testtt/user/join_pro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:19 +0900] "GET /testtt/user/complete.jsp?msg=1 HTTP/1.1" 200 3800
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:19 +0900] "GET /testtt/static/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:19 +0900] "GET /testtt/static/js/validation.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:20 +0900] "GET /testtt HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:20 +0900] "GET /testtt/ HTTP/1.1" 200 3859
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:22 +0900] "GET /testtt/user/login.jsp HTTP/1.1" 200 4910
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:28 +0900] "POST /testtt/user/login_pro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:28 +0900] "GET /testtt/user/complete.jsp?msg=0 HTTP/1.1" 200 4416
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:28 +0900] "GET /testtt/static/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:28 +0900] "GET /testtt/static/js/validation.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:29 +0900] "GET /testtt HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:29 +0900] "GET /testtt/ HTTP/1.1" 200 4477
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:30 +0900] "GET /testtt/user/index.jsp HTTP/1.1" 200 5300
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:31 +0900] "GET /testtt/user/update.jsp HTTP/1.1" 200 10594
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:33 +0900] "POST /testtt/user/delete.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:33 +0900] "GET /testtt/user/complete.jsp?msg=3 HTTP/1.1" 200 3801
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:34 +0900] "GET /testtt HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:34 +0900] "GET /testtt/ HTTP/1.1" 200 3859
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:34 +0900] "GET /testtt/static/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:34 +0900] "GET /testtt/static/js/validation.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:41 +0900] "GET /testtt HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:41 +0900] "GET /testtt/ HTTP/1.1" 200 3859
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:41 +0900] "GET /testtt/static/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:41 +0900] "GET /testtt/static/js/validation.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:42 +0900] "GET /testtt/shop/cart.jsp HTTP/1.1" 200 5234
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:45 +0900] "GET /testtt/shop/deleteCart.jsp HTTP/1.1" 200 136
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:47 +0900] "GET /testtt HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:47 +0900] "GET /testtt/ HTTP/1.1" 200 3859
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:48 +0900] "GET /testtt/shop/products.jsp HTTP/1.1" 200 7110
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:48 +0900] "GET /testtt/static/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:48 +0900] "GET /testtt/static/img/JAVA.jpg HTTP/1.1" 200 137603
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:48 +0900] "GET /testtt/static/js/validation.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:48 +0900] "GET /testtt/static/img/DB.jpg HTTP/1.1" 200 131388
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:48 +0900] "GET /testtt/static/img/WEB.jpg HTTP/1.1" 200 135732
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:48 +0900] "GET /testtt/static/img/JSP.jpg HTTP/1.1" 200 134991
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:50 +0900] "GET /testtt/shop/product.jsp?id=P100001 HTTP/1.1" 200 5075
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:50 +0900] "GET /testttnull HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:51 +0900] "GET /testtt HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:51 +0900] "GET /testtt/ HTTP/1.1" 200 3859
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:53 +0900] "GET /testtt/shop/cart.jsp HTTP/1.1" 200 5234
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:54 +0900] "GET /testtt/user/order.jsp HTTP/1.1" 200 5872
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:54 +0900] "GET /testtt/user/join.jsp HTTP/1.1" 200 8115
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:55 +0900] "GET /testtt/user/login.jsp HTTP/1.1" 200 4910
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:56 +0900] "GET /testtt/shop/products.jsp HTTP/1.1" 200 7110
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:56 +0900] "GET /testtt/static/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:56 +0900] "GET /testtt/static/img/DB.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:56 +0900] "GET /testtt/static/img/JSP.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:56 +0900] "GET /testtt/static/img/WEB.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:56 +0900] "GET /testtt/static/img/JAVA.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:56 +0900] "GET /testtt/static/js/validation.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:57 +0900] "GET /testtt HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:50:57 +0900] "GET /testtt/ HTTP/1.1" 200 3859
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:51:28 +0900] "GET /testtt/ HTTP/1.1" 200 3859
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:51:28 +0900] "GET /testtt/static/js/validation.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:51:28 +0900] "GET /testtt/static/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:51:28 +0900] "GET /testtt/static/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:51:28 +0900] "GET /testtt/ HTTP/1.1" 200 3859
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:51:29 +0900] "GET /testtt/ HTTP/1.1" 200 3859
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:51:29 +0900] "GET /testtt/user/join.jsp HTTP/1.1" 200 8115
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:51:38 +0900] "POST /testtt/user/join_pro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:51:38 +0900] "GET /testtt/user/complete.jsp?msg=1 HTTP/1.1" 200 3800
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:51:54 +0900] "GET /testtt HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:51:54 +0900] "GET /testtt/ HTTP/1.1" 200 3859
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:51:54 +0900] "GET /testtt/static/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:51:54 +0900] "GET /testtt/static/js/validation.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:51:55 +0900] "GET /testtt/user/login.jsp HTTP/1.1" 200 4910
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:51:58 +0900] "POST /testtt/user/login_pro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:51:58 +0900] "GET /testtt/user/complete.jsp?msg=0 HTTP/1.1" 200 4414
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:01 +0900] "GET /testtt HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:01 +0900] "GET /testtt/ HTTP/1.1" 200 4476
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:01 +0900] "GET /testtt/ HTTP/1.1" 200 4476
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:01 +0900] "GET /testtt/static/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:01 +0900] "GET /testtt/ HTTP/1.1" 200 4476
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:01 +0900] "GET /testtt/ HTTP/1.1" 200 4476
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:02 +0900] "GET /testtt/ HTTP/1.1" 200 4476
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:02 +0900] "GET /testtt/ HTTP/1.1" 200 4476
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:02 +0900] "GET /testtt/ HTTP/1.1" 200 4476
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:03 +0900] "GET /testtt/user/login.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:03 +0900] "GET /testtt/user/logged.jsp HTTP/1.1" 200 5019
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:04 +0900] "GET /testtt/user/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:04 +0900] "GET /testtt/user/login.jsp HTTP/1.1" 200 4910
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:08 +0900] "POST /testtt/user/login_pro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:08 +0900] "GET /testtt/user/complete.jsp?msg=0 HTTP/1.1" 200 4414
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:10 +0900] "GET /testtt/user/update.jsp HTTP/1.1" 200 10580
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:10 +0900] "GET /testtt/static/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:10 +0900] "GET /testtt/static/js/validation.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:12 +0900] "POST /testtt/user/delete.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:15 +0900] "GET /testtt HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:15 +0900] "GET /testtt/ HTTP/1.1" 200 4476
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:15 +0900] "GET /testtt/ HTTP/1.1" 200 4476
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:15 +0900] "GET /testtt/ HTTP/1.1" 200 4476
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:16 +0900] "GET /testtt/ HTTP/1.1" 200 4476
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:16 +0900] "GET /testtt/ HTTP/1.1" 200 4476
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:21 +0900] "GET /testtt/user/login.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:21 +0900] "GET /testtt/user/logged.jsp HTTP/1.1" 200 5019
